id,hasEnsData,name,type,length
ENSRNOG00000008449,True,Neurod4,protein_coding,11985
ENSRNOG00000008450,True,Rrm2l1,lncRNA,2554
ENSRNOG00000008451,True,Fut8,protein_coding,226686
ENSRNOG00000008452,True,Eid1,protein_coding,2084
ENSRNOG00000008455,True,Tmem87a,protein_coding,45825
ENSRNOG00000008456,True,Thoc5,protein_coding,33801
ENSRNOG00000008459,True,Anapc13,protein_coding,8416
ENSRNOG00000008460,False,,,
ENSRNOG00000008461,False,,,
ENSRNOG00000008463,True,Rundc3b,protein_coding,136719
ENSRNOG00000008465,True,Tmem176b,protein_coding,7456
ENSRNOG00000008467,True,Agbl2,protein_coding,35976
ENSRNOG00000008469,True,Mettl5,protein_coding,12246
ENSRNOG00000008470,True,Lrrc43,protein_coding,20932
ENSRNOG00000008471,True,Kif21b,protein_coding,49967
ENSRNOG00000008472,True,Rbm10,protein_coding,32177
ENSRNOG00000008474,True,Acox3,protein_coding,81529
ENSRNOG00000008475,False,,,
ENSRNOG00000008479,True,Slc8a1,protein_coding,340966
ENSRNOG00000008480,True,Kcnab3,protein_coding,6349
ENSRNOG00000008481,True,Reep1,protein_coding,116705
ENSRNOG00000008482,True,Rbms1,protein_coding,222404
ENSRNOG00000008484,True,Pdcl,protein_coding,9548
ENSRNOG00000008487,True,Amotl2,protein_coding,15918
ENSRNOG00000008489,True,Ppih,protein_coding,17939
ENSRNOG00000008490,True,Cwc15,protein_coding,10901
ENSRNOG00000008492,True,Cfap45,protein_coding,31150
ENSRNOG00000008507,True,Cradd,protein_coding,154321
ENSRNOG00000008510,True,Abtb2,protein_coding,153835
ENSRNOG00000008512,True,Btf3l4,protein_coding,18959
ENSRNOG00000008515,True,Tmem45b,protein_coding,45175
ENSRNOG00000008516,True,Rpl32l3,protein_coding,383
ENSRNOG00000008517,True,Cdc42ep1,protein_coding,7868
ENSRNOG00000008518,True,Gsg1,protein_coding,16263
ENSRNOG00000008519,True,Dipk2a,protein_coding,59536
ENSRNOG00000008521,True,Myl6l2,protein_coding,455
ENSRNOG00000008523,True,Faf1,protein_coding,363915
ENSRNOG00000008524,True,Glcci1,protein_coding,327709
ENSRNOG00000008526,True,Nherf4,protein_coding,4470
ENSRNOG00000008529,True,Foxs1,protein_coding,1265
ENSRNOG00000008530,True,Stoml1,protein_coding,7868
ENSRNOG00000008533,True,Ago2,protein_coding,75854
ENSRNOG00000008534,True,Dusp15,protein_coding,10501
ENSRNOG00000008543,True,Pdlim2,protein_coding,11765
ENSRNOG00000008544,False,,,
ENSRNOG00000008546,True,Mrpl35,protein_coding,15075
ENSRNOG00000008548,True,Diablol1,protein_coding,1395
ENSRNOG00000008551,False,,,
ENSRNOG00000008552,True,P2rx3,protein_coding,44327
ENSRNOG00000008553,True,Mthfr,protein_coding,18501
ENSRNOG00000008554,True,Slc9a9,protein_coding,563413
ENSRNOG00000008555,True,Rps20,protein_coding,1171
ENSRNOG00000008557,True,Abcb8,protein_coding,15308
ENSRNOG00000008560,True,Ccdc30,protein_coding,93044
ENSRNOG00000008564,True,Tmem222,protein_coding,18644
ENSRNOG00000008565,True,Nkiras1,protein_coding,10323
ENSRNOG00000008566,True,Mrpl15,protein_coding,11297
ENSRNOG00000008569,True,Ndufa6,protein_coding,3857
ENSRNOG00000008570,True,Cadps,protein_coding,452517
ENSRNOG00000008572,True,Ppcs,protein_coding,3812
ENSRNOG00000008577,True,Fbf1,protein_coding,25869
ENSRNOG00000008578,True,Cdk16,protein_coding,11334
ENSRNOG00000008580,True,Nbn,protein_coding,34693
ENSRNOG00000008584,True,Rnaseh1,protein_coding,9382
ENSRNOG00000008585,True,Tmbim7,protein_coding,32603
ENSRNOG00000008586,True,Aldh1l2,protein_coding,51543
ENSRNOG00000008587,True,Tek,protein_coding,126727
ENSRNOG00000008588,True,Batf,protein_coding,22336
ENSRNOG00000008592,True,Barx2,protein_coding,67881
ENSRNOG00000008593,True,Ryk,protein_coding,72423
ENSRNOG00000008594,True,Tex47,protein_coding,47692
ENSRNOG00000008595,True,Ttc12,protein_coding,47167
ENSRNOG00000008596,True,Ttll9,protein_coding,46421
ENSRNOG00000008597,True,Tada3,protein_coding,11344
ENSRNOG00000008598,True,Btbd7,protein_coding,49382
ENSRNOG00000008600,True,Sytl1,protein_coding,40271
ENSRNOG00000008602,True,Steap4,protein_coding,45188
ENSRNOG00000008603,True,Gpr25,protein_coding,1079
ENSRNOG00000008604,True,Nsfl1c,protein_coding,24569
ENSRNOG00000008605,False,,,
ENSRNOG00000008607,True,U2surp,protein_coding,52734
ENSRNOG00000008609,True,Capn3,protein_coding,50008
ENSRNOG00000008610,True,Mbip,protein_coding,17241
ENSRNOG00000008611,True,AABR07060593.1,pseudogene,705
ENSRNOG00000008612,True,Agbl5,protein_coding,18405
ENSRNOG00000008613,True,Gatad1,protein_coding,11569
ENSRNOG00000008614,True,Zfyve1,protein_coding,49101
ENSRNOG00000008615,True,Mal2,protein_coding,32976
ENSRNOG00000008616,True,Ubr3,protein_coding,156255
ENSRNOG00000008618,True,Tex10,protein_coding,46143
ENSRNOG00000008619,True,Agtrap,protein_coding,10287
ENSRNOG00000008620,True,Smad3,protein_coding,126921
ENSRNOG00000008622,True,Creb5,protein_coding,396595
ENSRNOG00000008625,True,Rimkla,protein_coding,24832
ENSRNOG00000008626,True,Manea,protein_coding,22063
ENSRNOG00000008628,True,Ica1,protein_coding,147823
ENSRNOG00000008629,True,Secisbp2l,protein_coding,43976
ENSRNOG00000008632,True,Invs,protein_coding,152382
ENSRNOG00000008634,True,Cc2d1b,protein_coding,14026
ENSRNOG00000008635,True,Mks1,protein_coding,10734
ENSRNOG00000008637,True,Strada,protein_coding,29143
ENSRNOG00000008638,True,Angptl3,protein_coding,6945
ENSRNOG00000008639,True,Pabpc1,protein_coding,12363
ENSRNOG00000008641,True,Gnpnat1,protein_coding,12297
ENSRNOG00000008642,True,Snx11,protein_coding,10688
ENSRNOG00000008643,True,Rars2,protein_coding,51711
ENSRNOG00000008648,False,,,
ENSRNOG00000008652,True,Phip,protein_coding,112818
ENSRNOG00000008656,True,Snca,protein_coding,99842
ENSRNOG00000008658,True,Mitf,protein_coding,211928
ENSRNOG00000008659,True,Arhgap21,protein_coding,123771
ENSRNOG00000008663,True,Nat10,protein_coding,38282
ENSRNOG00000008664,True,AC127920.1,pseudogene,1734
ENSRNOG00000008666,True,Etl4,protein_coding,809674
ENSRNOG00000008667,True,Pbp2,protein_coding,1408
ENSRNOG00000008672,True,Chmp5,protein_coding,17186
ENSRNOG00000008673,True,Arpc3,protein_coding,13871
ENSRNOG00000008674,True,Prdm11,protein_coding,73233
ENSRNOG00000008676,True,Emp1,protein_coding,20043
ENSRNOG00000008678,True,Antxr1,protein_coding,187461
ENSRNOG00000008680,True,Loxl1,protein_coding,23763
ENSRNOG00000008683,True,Alk,protein_coding,717409
ENSRNOG00000008686,True,Tigd5,protein_coding,2519
ENSRNOG00000008688,True,Usp45,protein_coding,70785
ENSRNOG00000008689,True,Cbx1,protein_coding,20754
ENSRNOG00000008691,True,Cilk1,protein_coding,58433
ENSRNOG00000008693,True,Tssk3,protein_coding,1649
ENSRNOG00000008696,True,Nopchap1,protein_coding,6056
ENSRNOG00000008697,True,Ccn3,protein_coding,7019
ENSRNOG00000008703,True,Rnps1,protein_coding,10205
ENSRNOG00000008704,True,Tmem97,protein_coding,151508
ENSRNOG00000008706,True,Tbx3,protein_coding,12263
ENSRNOG00000008707,True,Epx,protein_coding,11087
ENSRNOG00000008709,True,Arhgap32,protein_coding,256939
ENSRNOG00000008711,True,Med24,protein_coding,25514
ENSRNOG00000008712,True,Tmem268,protein_coding,24142
ENSRNOG00000008713,True,Slc41a2,protein_coding,107409
ENSRNOG00000008716,True,Nefh,protein_coding,9989
ENSRNOG00000008720,True,Wbp1,protein_coding,2456
ENSRNOG00000008725,True,Slc37a3,protein_coding,71629
ENSRNOG00000008728,True,Unc79,protein_coding,247283
ENSRNOG00000008733,True,Lsm3,protein_coding,6246
ENSRNOG00000008734,True,Zmym2,protein_coding,73519
ENSRNOG00000008736,True,Slamf8,protein_coding,9484
ENSRNOG00000008738,True,Tp53i11,protein_coding,15155
ENSRNOG00000008741,True,Camsap2,protein_coding,79476
ENSRNOG00000008744,True,Cops2,protein_coding,25771
ENSRNOG00000008746,True,Dtd1,protein_coding,162798
ENSRNOG00000008747,True,Plekha5,protein_coding,169491
ENSRNOG00000008748,True,Pex2,protein_coding,27446
ENSRNOG00000008749,True,Col5a1,protein_coding,146076
ENSRNOG00000008752,True,Nrf1,protein_coding,160371
ENSRNOG00000008754,True,Flvcr2,protein_coding,64014
ENSRNOG00000008755,True,Acox1,protein_coding,25035
ENSRNOG00000008757,True,Tmem218,protein_coding,15342
ENSRNOG00000008758,True,Tspan18,protein_coding,138190
ENSRNOG00000008759,True,Csf3r,protein_coding,16375
ENSRNOG00000008761,False,,,
ENSRNOG00000008764,True,Otud5,protein_coding,33409
ENSRNOG00000008765,True,Zfhx4,protein_coding,183461
ENSRNOG00000008766,True,Grin2b,protein_coding,442733
ENSRNOG00000008767,True,Atg4c,protein_coding,67738
ENSRNOG00000008775,True,Lrguk,protein_coding,123055
ENSRNOG00000008781,True,Erg28,protein_coding,8965
ENSRNOG00000008782,True,Pnisr,protein_coding,26879
ENSRNOG00000008785,True,Klf5,protein_coding,15187
ENSRNOG00000008786,True,Ap1b1,protein_coding,51245
ENSRNOG00000008788,True,Pals1,protein_coding,104675
ENSRNOG00000008790,True,Gdap1l1,protein_coding,18458
ENSRNOG00000008794,True,Ube2e1,protein_coding,53641
ENSRNOG00000008797,True,Slc25a3,protein_coding,81002
ENSRNOG00000008802,True,Dnajc11,protein_coding,46143
ENSRNOG00000008806,True,Clip4,protein_coding,61593
ENSRNOG00000008807,True,Rp1,protein_coding,458230
ENSRNOG00000008810,True,Nsmf,protein_coding,8742
ENSRNOG00000008812,True,Tmem214,protein_coding,7746
ENSRNOG00000008815,True,Fbxo46,protein_coding,20079
ENSRNOG00000008816,True,Gpnmb,protein_coding,39170
ENSRNOG00000008822,True,Fkbp1a,protein_coding,20465
ENSRNOG00000008824,True,Vax1,protein_coding,3916
ENSRNOG00000008825,True,Ssrp1,protein_coding,15827
ENSRNOG00000008829,True,Sorbs3,protein_coding,31379
ENSRNOG00000008830,True,Nfe2l1,protein_coding,31952
ENSRNOG00000008831,True,Hcn2,protein_coding,18473
ENSRNOG00000008834,True,Dach1,protein_coding,380714
ENSRNOG00000008837,True,Ass1,protein_coding,49535
ENSRNOG00000008839,True,Pparg,protein_coding,125274
ENSRNOG00000008841,True,Orc1,protein_coding,24060
ENSRNOG00000008842,True,Cyp4a8,protein_coding,31345
ENSRNOG00000008843,True,Eci1,protein_coding,13498
ENSRNOG00000008845,True,Pdrg1,lncRNA,6165
ENSRNOG00000008846,True,Plag1,protein_coding,8253
ENSRNOG00000008850,True,Ttc5,protein_coding,17620
ENSRNOG00000008851,True,Slc35b4,protein_coding,22010
ENSRNOG00000008855,True,Gjb2,protein_coding,17820
ENSRNOG00000008857,True,Adamts10,protein_coding,29875
ENSRNOG00000008859,True,Tank,protein_coding,75990
ENSRNOG00000008861,True,Cyld-ps1,protein_coding,3040
ENSRNOG00000008862,True,Abcg4,protein_coding,15694
ENSRNOG00000008868,True,Dusp19,protein_coding,15114
ENSRNOG00000008869,True,Ppp1r9a,protein_coding,262457
ENSRNOG00000008870,True,Atf7ip,protein_coding,85778
ENSRNOG00000008872,True,Tmem68,protein_coding,30293
ENSRNOG00000008873,True,Ino80b,protein_coding,3548
ENSRNOG00000008885,True,Chst11,protein_coding,215011
ENSRNOG00000008890,True,Slc18a2,protein_coding,34366
ENSRNOG00000008891,True,Ift20,protein_coding,5491
ENSRNOG00000008892,True,Parp2,protein_coding,10232
ENSRNOG00000008897,True,Gga1,protein_coding,16727
ENSRNOG00000008898,True,Trmt44,protein_coding,18118
ENSRNOG00000008901,True,Coro2a,protein_coding,30788
ENSRNOG00000008904,True,Fli1,protein_coding,117680
ENSRNOG00000008907,True,Fggy,protein_coding,387154
ENSRNOG00000008908,True,Slc35a1,protein_coding,22733
ENSRNOG00000008911,True,Draxin,protein_coding,34141
ENSRNOG00000008912,True,Aqr,protein_coding,70057
ENSRNOG00000008915,True,Prima1,protein_coding,51551
ENSRNOG00000008917,True,Ehbp1,protein_coding,252005
ENSRNOG00000008919,True,Arpp21,protein_coding,159655
ENSRNOG00000008921,True,Dynll2,protein_coding,18770
ENSRNOG00000008922,True,Trim14,protein_coding,24826
ENSRNOG00000008924,True,Arhgef12,protein_coding,122567
ENSRNOG00000008927,True,Hbp1,protein_coding,26415
ENSRNOG00000008929,True,Aebp2,protein_coding,64756
ENSRNOG00000008930,True,Tnfsf15,protein_coding,16350
ENSRNOG00000008931,True,Slc25a21,protein_coding,499240
ENSRNOG00000008932,True,Ncapd3,protein_coding,69250
ENSRNOG00000008933,True,Plbd1,protein_coding,56294
ENSRNOG00000008934,True,Tmem65,protein_coding,105332
ENSRNOG00000008936,True,Map3k6,protein_coding,11866
ENSRNOG00000008937,True,Csrp1,protein_coding,11595
ENSRNOG00000008939,True,Nxph1,protein_coding,313463
ENSRNOG00000008941,True,Ets1,protein_coding,122065
ENSRNOG00000008942,True,Pcare,protein_coding,8412
ENSRNOG00000008943,True,Penk,protein_coding,5323
ENSRNOG00000008944,True,Ext2,protein_coding,132644
ENSRNOG00000008945,True,Nans,protein_coding,34558
ENSRNOG00000008946,False,,,
ENSRNOG00000008949,True,Synpo2l,protein_coding,9595
ENSRNOG00000008950,True,Adi1,protein_coding,7001
ENSRNOG00000008951,True,Rasl10a,protein_coding,2070
ENSRNOG00000008956,True,Cdkn2c,protein_coding,5154
ENSRNOG00000008961,True,Mapre3,protein_coding,45081
ENSRNOG00000008962,True,Yae1l1,protein_coding,674
ENSRNOG00000008965,True,Socs2,protein_coding,34970
ENSRNOG00000008970,True,Pcdh17,protein_coding,91995
ENSRNOG00000008971,True,Hnf4g,protein_coding,149160
ENSRNOG00000008978,True,Trmt12,protein_coding,2005
ENSRNOG00000008980,True,Rbm48,protein_coding,10319
ENSRNOG00000008981,True,Pdcd6ip,protein_coding,55775
ENSRNOG00000008984,True,Irak1bp1,protein_coding,16782
ENSRNOG00000008986,True,Diaph3,protein_coding,469600
ENSRNOG00000008987,True,Rnf139,protein_coding,51388
ENSRNOG00000008988,True,Cyp2d2,protein_coding,4071
ENSRNOG00000008989,True,Cryl1,protein_coding,118943
ENSRNOG00000008990,True,Amotl1,protein_coding,113899
ENSRNOG00000008992,True,Grik3,protein_coding,216442
ENSRNOG00000008994,True,Arpc4,protein_coding,10609
ENSRNOG00000008996,True,Dpysl5,protein_coding,84318
ENSRNOG00000009000,True,Foxj2,protein_coding,26549
ENSRNOG00000009001,True,Mtss1,protein_coding,139214
ENSRNOG00000009005,True,Slco2a1,protein_coding,83630
ENSRNOG00000009006,True,Ccdc47,protein_coding,18578
ENSRNOG00000009008,False,,,
ENSRNOG00000009014,True,Slc35f2,protein_coding,43642
ENSRNOG00000009015,True,Nfx1,protein_coding,57678
ENSRNOG00000009019,True,Slc6a6,protein_coding,73657
ENSRNOG00000009020,True,Gfus,protein_coding,4854
ENSRNOG00000009022,True,Rtkn,protein_coding,17178
ENSRNOG00000009028,True,Rnf126,protein_coding,8509
ENSRNOG00000009029,True,Nptn,protein_coding,66514
ENSRNOG00000009032,True,Ttll3,protein_coding,23936
ENSRNOG00000009033,True,Cntn2,protein_coding,28622
ENSRNOG00000009034,True,Tdrd3,protein_coding,134875
ENSRNOG00000009035,True,Malsu1,protein_coding,8846
ENSRNOG00000009037,True,Sulf1,protein_coding,162673
ENSRNOG00000009039,True,Trappc12,protein_coding,65455
ENSRNOG00000009040,True,Gas2l1,protein_coding,10883
ENSRNOG00000009042,True,Sec24c,protein_coding,21962
ENSRNOG00000009045,True,Alg6,protein_coding,49429
ENSRNOG00000009046,True,Phf13,protein_coding,6777
ENSRNOG00000009049,True,Usp11,protein_coding,16170
ENSRNOG00000009054,True,Elmod1,protein_coding,56777
ENSRNOG00000009057,True,Sec62,protein_coding,30995
ENSRNOG00000009061,True,Cfap206,protein_coding,44682
ENSRNOG00000009063,True,Dnajc15,protein_coding,64820
ENSRNOG00000009066,True,Thra,protein_coding,29181
ENSRNOG00000009068,True,Phlda3,protein_coding,3249
ENSRNOG00000009069,True,Tnfaip1,protein_coding,14691
ENSRNOG00000009071,True,Gripap1,protein_coding,29781
ENSRNOG00000009074,True,AABR07017902.1,protein_coding,556075
ENSRNOG00000009075,True,Trim13,protein_coding,38570
ENSRNOG00000009076,True,Ttpal,protein_coding,18210
ENSRNOG00000009078,True,Mrpl37,protein_coding,17065
ENSRNOG00000009079,True,Prkar2b,protein_coding,90271
ENSRNOG00000009080,True,Atp6v1d,protein_coding,15727
ENSRNOG00000009084,True,Rpusd3,protein_coding,4232
ENSRNOG00000009085,True,Prkag2,protein_coding,241252
ENSRNOG00000009088,True,Txnrd1,protein_coding,77818
ENSRNOG00000009090,True,Dad1,protein_coding,20079
ENSRNOG00000009094,True,Nudt4,protein_coding,16515
ENSRNOG00000009097,True,Immt,protein_coding,38650
ENSRNOG00000009102,True,Fermt2,protein_coding,68884
ENSRNOG00000009103,True,Chrac1,protein_coding,4121
ENSRNOG00000009104,True,Fnip1,protein_coding,83095
ENSRNOG00000009105,True,Krt90,protein_coding,9008
ENSRNOG00000009106,False,,,
ENSRNOG00000009110,True,Psen1,protein_coding,48530
ENSRNOG00000009112,True,Pon2,protein_coding,35534
ENSRNOG00000009113,True,Marcksl1,protein_coding,3707
ENSRNOG00000009114,True,Fam110b,protein_coding,140439
ENSRNOG00000009116,True,Itgb3bp,protein_coding,65483
ENSRNOG00000009117,True,Otub2,protein_coding,18583
ENSRNOG00000009125,True,Dis3,protein_coding,27206
ENSRNOG00000009131,True,Zc3h12a,protein_coding,8787
ENSRNOG00000009134,True,Mad2l2,protein_coding,13126
ENSRNOG00000009135,True,1700109H08Rikl,protein_coding,19513
ENSRNOG00000009137,False,,,
ENSRNOG00000009139,True,Fubp3,protein_coding,48983
ENSRNOG00000009140,False,,,
ENSRNOG00000009143,True,Lrrc57,protein_coding,5851
ENSRNOG00000009144,True,LOC120102904,protein_coding,14362
ENSRNOG00000009145,True,Klf12,protein_coding,424402
ENSRNOG00000009148,True,Cyb5rl,protein_coding,20793
ENSRNOG00000009149,True,Jam3,protein_coding,62298
ENSRNOG00000009151,True,Mipol1,protein_coding,331416
ENSRNOG00000009152,True,Caprin1,protein_coding,76882
ENSRNOG00000009153,True,Cidec,protein_coding,12884
ENSRNOG00000009155,True,Ndufs3,protein_coding,7178
ENSRNOG00000009156,True,Tra2a,protein_coding,18829
ENSRNOG00000009157,True,Fut4,protein_coding,3961
ENSRNOG00000009160,True,Krt6a-ps2,pseudogene,3617
ENSRNOG00000009161,True,Clasp2,protein_coding,181447
ENSRNOG00000009163,True,Fam133b,protein_coding,26405
ENSRNOG00000009166,True,Ddx24,protein_coding,17160
ENSRNOG00000009170,True,Dmxl2,protein_coding,144001
ENSRNOG00000009173,True,Smad6,protein_coding,69649
ENSRNOG00000009175,True,Jagn1,protein_coding,4778
ENSRNOG00000009176,True,Mkrn2,protein_coding,18089
ENSRNOG00000009178,True,C5h6orf163,protein_coding,10374
ENSRNOG00000009180,True,Xkr7,protein_coding,23778
ENSRNOG00000009181,True,Dleu7,protein_coding,16163
ENSRNOG00000009183,True,Szrd1,protein_coding,24504
ENSRNOG00000009184,True,Foxp1,protein_coding,547502
ENSRNOG00000009191,True,Ccm2l,protein_coding,15629
ENSRNOG00000009192,True,Rnaseh2b,protein_coding,42900
ENSRNOG00000009195,True,Tnks1bp1,protein_coding,22201
ENSRNOG00000009196,True,Rc3h2,protein_coding,69254
ENSRNOG00000009197,True,Asb4,protein_coding,37638
ENSRNOG00000009198,True,Rab6b,protein_coding,110101
ENSRNOG00000009199,True,Accs,protein_coding,14248
ENSRNOG00000009204,True,Il17re,protein_coding,12680
ENSRNOG00000009205,True,Lmo4,protein_coding,16698
ENSRNOG00000009206,True,Fezf2,protein_coding,3792
ENSRNOG00000009207,True,Spata2,protein_coding,8738
ENSRNOG00000009208,True,Pibf1,protein_coding,169088
ENSRNOG00000009209,True,Slitrk1,protein_coding,3034
ENSRNOG00000009211,True,C3ar1,protein_coding,9312
ENSRNOG00000009217,True,Fbxo6,protein_coding,5766
ENSRNOG00000009219,True,Hepacam,protein_coding,18063
ENSRNOG00000009220,True,Tmem17,protein_coding,5440
ENSRNOG00000009222,True,Epha2,protein_coding,28473
ENSRNOG00000009224,True,E4f1,protein_coding,11518
ENSRNOG00000009225,True,Copz2,protein_coding,13096
ENSRNOG00000009227,True,Aplnr,protein_coding,3665
ENSRNOG00000009233,True,Ankrd49,protein_coding,4689
ENSRNOG00000009236,True,Necap1,protein_coding,15080
ENSRNOG00000009243,True,Oaf,protein_coding,17971
ENSRNOG00000009244,True,Abhd4,protein_coding,12853
ENSRNOG00000009245,True,Exosc2,protein_coding,10658
ENSRNOG00000009248,True,Pnrc2,protein_coding,2790
ENSRNOG00000009250,True,Pts,protein_coding,7028
ENSRNOG00000009252,True,Poldip2,protein_coding,10392
ENSRNOG00000009253,True,Igsf9b,protein_coding,45910
ENSRNOG00000009255,False,,,
ENSRNOG00000009256,True,Gkn2,protein_coding,6083
ENSRNOG00000009258,True,Cdk6,protein_coding,183174
ENSRNOG00000009260,True,Cnr2,protein_coding,25944
ENSRNOG00000009263,True,Ifi27,protein_coding,188822
ENSRNOG00000009264,True,Erc1,protein_coding,288220
ENSRNOG00000009265,True,Kcnk9,protein_coding,35241
ENSRNOG00000009266,True,Anp32b,protein_coding,22274
ENSRNOG00000009267,True,B3gnt2,protein_coding,28609
ENSRNOG00000009271,True,Smarca4,protein_coding,91258
ENSRNOG00000009274,True,Fut11,protein_coding,3598
ENSRNOG00000009275,True,Kpnb1,protein_coding,29185
ENSRNOG00000009276,True,Schip1,protein_coding,761632
ENSRNOG00000009278,True,Ift88,protein_coding,98771
ENSRNOG00000009280,True,Mkrn1,protein_coding,21256
ENSRNOG00000009281,True,Commd1,protein_coding,104038
ENSRNOG00000009282,True,Nub1,protein_coding,30777
ENSRNOG00000009285,True,Eipr1,protein_coding,113707
ENSRNOG00000009288,True,Fgf14,protein_coding,634864
ENSRNOG00000009289,True,Galk2,protein_coding,123276
ENSRNOG00000009290,True,Nup35,protein_coding,26162
ENSRNOG00000009296,True,Snapc1,protein_coding,22994
ENSRNOG00000009297,True,Chchd1,protein_coding,1174
ENSRNOG00000009298,True,Fbxo44,protein_coding,8997
ENSRNOG00000009299,True,Adra2c,protein_coding,1703
ENSRNOG00000009300,True,Tlk1,protein_coding,188610
ENSRNOG00000009302,True,Zfp623,protein_coding,9054
ENSRNOG00000009303,True,Zwilch,protein_coding,38244
ENSRNOG00000009309,True,Meaf6,protein_coding,25634
ENSRNOG00000009310,True,Nmd3,protein_coding,26239
ENSRNOG00000009311,True,Fstl3,protein_coding,16063
ENSRNOG00000009313,True,Lrpap1,protein_coding,14038
ENSRNOG00000009316,True,Bmp10,protein_coding,6582
ENSRNOG00000009318,True,Ttll5,protein_coding,217743
ENSRNOG00000009322,True,Ccdc126,protein_coding,21104
ENSRNOG00000009323,True,Atosb,protein_coding,8051
ENSRNOG00000009324,True,Wdr54,protein_coding,6594
ENSRNOG00000009325,True,Fuca1,protein_coding,17272
ENSRNOG00000009329,True,Nr1d1,protein_coding,7387
ENSRNOG00000009330,False,,,
ENSRNOG00000009331,True,Hck,protein_coding,43106
ENSRNOG00000009333,True,Osgep,protein_coding,7415
ENSRNOG00000009334,True,Knstrn,protein_coding,19761
ENSRNOG00000009336,True,Mapk15,protein_coding,19681
ENSRNOG00000009338,False,,,
ENSRNOG00000009339,True,Cenpe,protein_coding,58671
ENSRNOG00000009340,True,Zbtb6,protein_coding,20366
ENSRNOG00000009341,True,Hivep3,protein_coding,69743
ENSRNOG00000009342,True,Fcnb,protein_coding,8412
ENSRNOG00000009343,True,Evpl,protein_coding,16547
ENSRNOG00000009345,True,Ugt8,protein_coding,68177
ENSRNOG00000009346,True,Zbtb26,protein_coding,12623
ENSRNOG00000009347,True,Arhgap25,protein_coding,78138
ENSRNOG00000009348,True,Nos3,protein_coding,20332
ENSRNOG00000009350,True,Sez6,protein_coding,49602
ENSRNOG00000009351,True,Srp68,protein_coding,26823
ENSRNOG00000009354,True,Nrarp,protein_coding,2581
ENSRNOG00000009355,True,Ogfr,protein_coding,6778
ENSRNOG00000009358,True,Osgin2,protein_coding,20423
ENSRNOG00000009360,True,Sh3bp1,protein_coding,12491
ENSRNOG00000009364,False,,,
ENSRNOG00000009369,True,Tor4a,protein_coding,6019
ENSRNOG00000009370,True,Tbkbp1,protein_coding,13788
ENSRNOG00000009371,False,,,
ENSRNOG00000009372,True,Tacr3,protein_coding,97255
ENSRNOG00000009373,False,,,
ENSRNOG00000009377,True,Nelfb,protein_coding,16515
ENSRNOG00000009378,True,Rpl4,protein_coding,5146
ENSRNOG00000009381,True,Mapk6,protein_coding,23030
ENSRNOG00000009382,True,Mettl8,protein_coding,93509
ENSRNOG00000009385,True,Pik3cg,protein_coding,35179
ENSRNOG00000009388,True,Sptssb,lncRNA,29387
ENSRNOG00000009389,True,Ripk2,protein_coding,31087
ENSRNOG00000009397,True,Kbtbd4,protein_coding,7785
ENSRNOG00000009398,True,Tceanc2,protein_coding,38227
ENSRNOG00000009401,True,Lmo2,protein_coding,12070
ENSRNOG00000009402,True,Rabgap1,protein_coding,117958
ENSRNOG00000009403,True,Dcaf17,protein_coding,28021
ENSRNOG00000009406,True,Tm9sf4,protein_coding,48040
ENSRNOG00000009409,True,Fbxo2,protein_coding,5430
ENSRNOG00000009411,True,Chn2,protein_coding,259726
ENSRNOG00000009412,True,Lrch1,protein_coding,177710
ENSRNOG00000009414,True,Creld1,protein_coding,9616
ENSRNOG00000009419,True,Ptprg,protein_coding,682373
ENSRNOG00000009421,True,Ivd,protein_coding,20892
ENSRNOG00000009422,True,Hmgcl,protein_coding,13816
ENSRNOG00000009430,True,Gnl2,protein_coding,25445
ENSRNOG00000009431,True,Tbc1d4,protein_coding,177144
ENSRNOG00000009432,True,Eif2s1,protein_coding,33459
ENSRNOG00000009433,True,Mcub,protein_coding,70292
ENSRNOG00000009434,True,Inhca,protein_coding,51789
ENSRNOG00000009436,True,Hemgn,protein_coding,19036
ENSRNOG00000009437,True,Ewsr1,protein_coding,29176
ENSRNOG00000009439,True,Eef1a1,protein_coding,3282
ENSRNOG00000009440,True,Gucy1b2,protein_coding,70558
ENSRNOG00000009446,True,Rxra,protein_coding,83880
ENSRNOG00000009449,True,Trim35,protein_coding,16485
ENSRNOG00000009450,True,Hcn4,protein_coding,37986
ENSRNOG00000009451,True,Prpf38a,protein_coding,12490
ENSRNOG00000009453,True,Mob3b,protein_coding,192119
ENSRNOG00000009459,True,Slc35f6,protein_coding,11911
ENSRNOG00000009460,True,Pdzd8,protein_coding,57610
ENSRNOG00000009461,True,Scp2d1,protein_coding,11981
ENSRNOG00000009462,True,Ccdc90b,protein_coding,14302
ENSRNOG00000009465,True,Sfrp2,protein_coding,7546
ENSRNOG00000009466,True,Unc45b,protein_coding,27927
ENSRNOG00000009468,True,Il12a,protein_coding,6965
ENSRNOG00000009470,True,Flnb,protein_coding,133003
ENSRNOG00000009471,True,Epsti1,protein_coding,97975
ENSRNOG00000009473,True,Osbpl7,protein_coding,17515
ENSRNOG00000009474,True,Ddx42,protein_coding,32685
ENSRNOG00000009478,True,RGD1359108,protein_coding,25083
ENSRNOG00000009481,True,Ddhd1,protein_coding,66558
ENSRNOG00000009482,True,Emx2,protein_coding,7010
